,path,name,continent,country,culture,dateFrom,dateTo,economic,group,lang,polalign,source,url,linguisticblocs,militarydefenseblocs,religions,EconomicQuality,Education,EnterpriseConditions,Governance,Health,Individualism,Indulgence,InvestmentEnvironment,LivingConditions,LongTermOrientation,MarketAccessandInfrastructure,Masculinity,NaturalEnvironment,PersonalFreedom,PowerDistance,SafetyandSecurity,SocialCapital,UncertaintyAvoidance,politicalregionalblocs,economicblocs
313,/Event/7440884593/7445650824,7445650824,,USA,C4,2023-03-10T21:28:00,2023-03-14T04:07:00,C2,7440884593,eng,Center-left,washingtonpost.com,ChatGPT,Eng,NATO,Christian,,,,,,,,,,,,,,,,,,,,NAFTA
314,/Event/7440884593/7445663166,7445663166,EU,FR,C14,2023-03-10T21:28:00,2023-03-14T04:19:00,C2,7440884593,eng,Public broadcaster,france24.com,ChatGPT,Fre,NATO,Christian,,,,,,,,,,,,,,,,,,,,EU
315,/Event/7440884593/7445671903,7445671903,,,,2023-03-10T21:28:00,2023-03-14T04:29:00,,7440884593,eng,,ariananews.af,,,,,,,,,,,,,,,,,,,,,,,,
316,/Event/7440884593/7445688762,7445688762,AS,AF,,2023-03-10T21:28:00,2023-03-14T04:47:00,C8,7440884593,eng,,tolonews.com,,,,Muslim,,,,,,,,,,,,,,,,,,,,
317,/Event/7440884593/7445729293,7445729293,,,,2023-03-10T21:28:00,2023-03-14T05:28:00,,7440884593,eng,,socialnews.xyz,,,,,,,,,,,,,,,,,,,,,,,,
318,/Event/7440884593/7445740374,7445740374,AF,UG,,2023-03-10T21:28:00,2023-03-14T05:40:00,C5,7440884593,eng,,monitor.co.ug,,,,Christian,,,,,,,,,,,,,,,,,,,AU,AfCFTA
319,/Event/7440884593/7445744221,7445744221,,,,2023-03-10T21:28:00,2023-03-14T05:41:00,,7440884593,eng,,zimeye.net,,,,,,,,,,,,,,,,,,,,,,,,
320,/Event/7440884593/7445755957,7445755957,AF,ZA,C4,2023-03-10T21:28:00,2023-03-14T05:53:00,C17,7440884593,eng,,news24.com,,,,Christian,,,,,,,,,,,,,,,,,,,AU,AfCFTA
321,/Event/7440884593/7445755803,7445755803,AS,LK,C17,2023-03-10T21:28:00,2023-03-14T05:54:00,C18,7440884593,eng,,sundayobserver.lk,,,,Buddhist,,,,,,,,,,,,,,,,,,,,
322,/Event/7440884593/7445784683,7445784683,,,,2023-03-10T21:28:00,2023-03-14T06:17:00,,7440884593,eng,,sabcnews.com,,,,,,,,,,,,,,,,,,,,,,,,
323,/Event/7440884593/7445812046,7445812046,,,,2023-03-10T21:28:00,2023-03-14T06:37:00,,7440884593,eng,,terradaily.com,,,,,,,,,,,,,,,,,,,,,,,,
324,/Event/7440884593/7445826967,7445826967,,,,2023-03-10T21:28:00,2023-03-14T06:48:00,,7440884593,eng,,easternmirrornagaland.com,,,,,,,,,,,,,,,,,,,,,,,,
325,/Event/7440884593/7445835849,7445835849,AS,IN,C18,2023-03-10T21:28:00,2023-03-14T06:56:00,C17,7440884593,eng,,republicworld.com,,,,Hindu,,,,,,,,,,,,,,,,,,,,
326,/Event/7440884593/7445885502,7445885502,,,,2023-03-10T21:28:00,2023-03-14T07:31:00,,7440884593,eng,,sabcnews.com,,,,,,,,,,,,,,,,,,,,,,,,
327,/Event/7440884593/7445889815,7445889815,AF,KE,C20,2023-03-10T21:28:00,2023-03-14T07:35:00,C17,7440884593,eng,Independent,standardmedia.co.ke,ChatGPT,,,Christian,,,,,,,,,,,,,,,,,,,AU,AfCFTA
328,/Event/7440884593/7445967346,7445967346,,USA,C4,2023-03-10T21:28:00,2023-03-14T08:28:00,C2,7440884593,eng,,usanews.net,,Eng,NATO,Christian,,,,,,,,,,,,,,,,,,,,NAFTA
329,/Event/7440884593/7446058012,7446058012,,USA,C4,2023-03-10T21:28:00,2023-03-14T09:25:00,C2,7440884593,eng,Center-left,nbcnews.com,ChatGPT,Eng,NATO,Christian,,,,,,,,,,,,,,,,,,,,NAFTA
330,/Event/7440884593/7446075726,7446075726,EU,UK,C4,2023-03-10T21:28:00,2023-03-14T09:37:00,C2,7440884593,eng,,news.sky.com,,Eng,NATO,Christian,,,,,,,,,,,,,,,,,,,,
331,/Event/7440884593/7446119752,7446119752,,,,2023-03-10T21:28:00,2023-03-14T10:05:00,,7440884593,eng,,houstonianonline.com,,,,,,,,,,,,,,,,,,,,,,,,
332,/Event/7440884593/7446144311,7446144311,,,,2023-03-10T21:28:00,2023-03-14T10:18:00,,7440884593,eng,,rocketnews.com,,,,,,,,,,,,,,,,,,,,,,,,
333,/Event/7440884593/7446214136,7446214136,,,,2023-03-10T21:28:00,2023-03-14T11:01:00,,7440884593,eng,,rfi.fr,,,,,,,,,,,,,,,,,,,,,,,,
334,/Event/7440884593/7446244967,7446244967,,,,2023-03-10T21:28:00,2023-03-14T11:18:00,,7440884593,eng,,digitaljournal.com,,,,,,,,,,,,,,,,,,,,,,,,
335,/Event/7440884593/7446255595,7446255595,,,,2023-03-10T21:28:00,2023-03-14T11:25:00,,7440884593,eng,,today.rtl.lu,,,,,,,,,,,,,,,,,,,,,,,,
336,/Event/7440884593/7446352384,7446352384,EU,FR,C14,2023-03-10T21:28:00,2023-03-14T12:23:00,C2,7440884593,eng,,euronews.com,,Fre,NATO,Christian,,,,,,,,,,,,,,,,,,,,EU
337,/Event/7440884593/7446366032,7446366032,AS,IN,C18,2023-03-10T21:28:00,2023-03-14T12:35:00,C17,7440884593,eng,,ndtv.com,,,,Hindu,,,,,,,,,,,,,,,,,,,,
338,/Event/7440884593/7446407944,7446407944,AF,KE,C20,2023-03-10T21:28:00,2023-03-14T12:58:00,C17,7440884593,eng,Independent,the-star.co.ke,ChatGPT,,,Christian,,,,,,,,,,,,,,,,,,,AU,AfCFTA
339,/Event/7440884593/7446446124,7446446124,AS,TR,C14,2023-03-10T21:28:00,2023-03-14T13:19:00,C12,7440884593,eng,,trtworld.com,,,NATO,Muslim,,,,,,,,,,,,,,,,,,,,
340,/Event/7440884593/7446456900,7446456900,,,,2023-03-10T21:28:00,2023-03-14T13:25:00,,7440884593,eng,,sabcnews.com,,,,,,,,,,,,,,,,,,,,,,,,
341,/Event/7440884593/7446547003,7446547003,,CA,C4,2023-03-10T21:28:00,2023-03-14T14:18:00,C2,7440884593,eng,,cbc.ca,,Eng,NATO,Christian,,,,,,,,,,,,,,,,,,,,NAFTA
342,/Event/7440884593/7446548885,7446548885,,,,2023-03-10T21:28:00,2023-03-14T14:20:00,,7440884593,eng,,newsonair.com,,,,,,,,,,,,,,,,,,,,,,,,
343,/Event/7440884593/7446575818,7446575818,,,,2023-03-10T21:28:00,2023-03-14T14:36:00,,7440884593,eng,,tolerance.ca,,,,,,,,,,,,,,,,,,,,,,,,
344,/Event/7440884593/7446619050,7446619050,,,,2023-03-10T21:28:00,2023-03-14T15:03:00,,7440884593,eng,,theindianawaaz.com,,,,,,,,,,,,,,,,,,,,,,,,
345,/Event/7440884593/7446628851,7446628851,,,,2023-03-10T21:28:00,2023-03-14T15:09:00,,7440884593,eng,,nationalpost.com,,,,,,,,,,,,,,,,,,,,,,,,
346,/Event/7440884593/7446662339,7446662339,,,,2023-03-10T21:28:00,2023-03-14T15:29:00,,7440884593,eng,,nehandaradio.com,,,,,,,,,,,,,,,,,,,,,,,,
347,/Event/7440884593/7446700785,7446700785,,,,2023-03-10T21:28:00,2023-03-14T15:54:00,,7440884593,eng,,devdiscourse.com,,,,,,,,,,,,,,,,,,,,,,,,
348,/Event/7440884593/7446700467,7446700467,EU,UK,C4,2023-03-10T21:28:00,2023-03-14T15:54:00,C2,7440884593,eng,,reuters.com,,Eng,NATO,Christian,,,,,,,,,,,,,,,,,,,,
349,/Event/7440884593/7446708447,7446708447,EU,UK,C4,2023-03-10T21:28:00,2023-03-14T16:02:00,C2,7440884593,eng,Center-left,dailymail.co.uk,ChatGPT,Eng,NATO,Christian,,,,,,,,,,,,,,,,,,,,
350,/Event/7440884593/7446759260,7446759260,AF,ZA,C4,2023-03-10T21:28:00,2023-03-14T16:33:00,C17,7440884593,eng,,thesouthafrican.com,,,,Christian,,,,,,,,,,,,,,,,,,,AU,AfCFTA
351,/Event/7440884593/7446799208,7446799208,,,,2023-03-10T21:28:00,2023-03-14T16:58:00,,7440884593,eng,,thecanary.co,,,,,,,,,,,,,,,,,,,,,,,,
352,/Event/7440884593/7446811210,7446811210,,USA,C4,2023-03-10T21:28:00,2023-03-14T17:06:00,C2,7440884593,eng,,adn.com,,Eng,NATO,Christian,,,,,,,,,,,,,,,,,,,,NAFTA
353,/Event/7440884593/7446831732,7446831732,,USA,C4,2023-03-10T21:28:00,2023-03-14T17:20:00,C2,7440884593,eng,,eagletribune.com,,Eng,NATO,Christian,,,,,,,,,,,,,,,,,,,,NAFTA
354,/Event/7440884593/7446903863,7446903863,,,,2023-03-10T21:28:00,2023-03-14T18:14:00,,7440884593,eng,,sports.yahoo.com,,,,,,,,,,,,,,,,,,,,,,,,
355,/Event/7440884593/7446932976,7446932976,EU,UK,C4,2023-03-10T21:28:00,2023-03-14T18:33:00,C2,7440884593,eng,Center-left,theguardian.com,ChatGPT,Eng,NATO,Christian,,,,,,,,,,,,,,,,,,,,
356,/Event/7440884593/7446953078,7446953078,,,,2023-03-10T21:28:00,2023-03-14T18:49:00,,7440884593,eng,,theglobalherald.com,,,,,,,,,,,,,,,,,,,,,,,,
357,/Event/7440884593/7446967539,7446967539,,,,2023-03-10T21:28:00,2023-03-14T19:00:00,,7440884593,eng,,torontosun.com,,,,,,,,,,,,,,,,,,,,,,,,
358,/Event/7440884593/7447020870,7447020870,AS,SA,C15,2023-03-10T21:28:00,2023-03-14T19:45:00,C9,7440884593,eng,,saudigazette.com.sa,,Ara,,Muslim,,,,,,,,,,,,,,,,,,,AL,
359,/Event/7440884593/7447046393,7447046393,,,,2023-03-10T21:28:00,2023-03-14T20:07:00,,7440884593,eng,,taiwannews.com.tw,,,,,,,,,,,,,,,,,,,,,,,,
360,/Event/7440884593/7447064562,7447064562,,,,2023-03-10T21:28:00,2023-03-14T20:23:00,,7440884593,eng,,bobrtimes.com,,,,,,,,,,,,,,,,,,,,,,,,
361,/Event/7440937401,7440937401,,,,2023-03-10T22:20:00,2023-03-10T22:20:00,,0,eng,,english.news.cn,,,,,,,,,,,,,,,,,,,,,,,,
362,/Event/7441451576,7441451576,,,,2023-03-11T08:34:00,2023-03-11T08:34:00,,0,eng,,times.mw,,,,,,,,,,,,,,,,,,,,,,,,
