source.uri,con_name,country,lang-name,language,Political-Alignment,wiki-url,Cultural-Class,Economic-Class,Continent-name,Continent,Religions,2019Rank-From,SafetyandSecurity,PersonalFreedom,Governance,SocialCapital,InvestmentEnvironment,EnterpriseConditions,MarketAccessandInfrastructure,EconomicQuality,LivingConditions,Health,Education,NaturalEnvironment,PowerDistance,Individualism,Masculinity,UncertaintyAvoidance,LongTermOrientation,Indulgence,economicblocs-name,economicblocs,militarydefenseblocs-name,militarydefenseblocs,politicalregionalblocs-name,politicalregionalblocs,linguisticblocs-name,linguisticblocs
elimpulso.com,Venezuela,VE,,,,,C12,C7,South America,SA,Christian,145,worst,average,worst,average,worst,worst,worst,worst,average,average,average,best,high,low,high,high,low,high,,,Union of South American Nations (UNASUR),UNASUR,,,Spanish-speaking,Spa
elinformador.com.ve,Venezuela,VE,Spanish,spa,,,C12,C7,South America,SA,Christian,145,worst,average,worst,average,worst,worst,worst,worst,average,average,average,best,high,low,high,high,low,high,,,Union of South American Nations (UNASUR),UNASUR,,,Spanish-speaking,Spa
elmundo.com.ve,Venezuela,VE,,,,,C12,C7,South America,SA,Christian,145,worst,average,worst,average,worst,worst,worst,worst,average,average,average,best,high,low,high,high,low,high,,,Union of South American Nations (UNASUR),UNASUR,,,Spanish-speaking,Spa
el-nacional.com,Venezuela,VE,,,,,,,South America,SA,Christian,145,worst,average,worst,average,worst,worst,worst,worst,average,average,average,best,high,low,high,high,low,high,,,Union of South American Nations (UNASUR),UNASUR,,,Spanish-speaking,Spa
elpitazo.com,Venezuela,VE,,,,,C12,C7,South America,SA,Christian,145,worst,average,worst,average,worst,worst,worst,worst,average,average,average,best,high,low,high,high,low,high,,,Union of South American Nations (UNASUR),UNASUR,,,Spanish-speaking,Spa
elpitazo.net,Venezuela,VE,,,,,C12,C7,South America,SA,Christian,145,worst,average,worst,average,worst,worst,worst,worst,average,average,average,best,high,low,high,high,low,high,,,Union of South American Nations (UNASUR),UNASUR,,,Spanish-speaking,Spa
elsiglo.com.ve,Venezuela,VE,,,,,C12,C7,South America,SA,Christian,145,worst,average,worst,average,worst,worst,worst,worst,average,average,average,best,high,low,high,high,low,high,,,Union of South American Nations (UNASUR),UNASUR,,,Spanish-speaking,Spa
eltiempo.com.ve,venezuela,VE,Spanish,spa,,,,,South America,SA,Christian,145,worst,average,worst,average,worst,worst,worst,worst,average,average,average,best,high,low,high,high,low,high,,,Union of South American Nations (UNASUR),UNASUR,,,Spanish-speaking,Spa
globovision.com,Venezuela,VE,,,,,C12,C7,South America,SA,Christian,145,worst,average,worst,average,worst,worst,worst,worst,average,average,average,best,high,low,high,high,low,high,,,Union of South American Nations (UNASUR),UNASUR,,,Spanish-speaking,Spa
laht.com,Venezuela,VE,,,,,C12,C7,South America,SA,Christian,145,worst,average,worst,average,worst,worst,worst,worst,average,average,average,best,high,low,high,high,low,high,,,Union of South American Nations (UNASUR),UNASUR,,,Spanish-speaking,Spa
merida.psuv.org.ve,Venezuela,VE,,,,,C12,C7,South America,SA,Christian,145,worst,average,worst,average,worst,worst,worst,worst,average,average,average,best,high,low,high,high,low,high,,,Union of South American Nations (UNASUR),UNASUR,,,Spanish-speaking,Spa
meridiano.com.ve,Venezuela,VE,,,,,C12,C7,South America,SA,Christian,145,worst,average,worst,average,worst,worst,worst,worst,average,average,average,best,high,low,high,high,low,high,,,Union of South American Nations (UNASUR),UNASUR,,,Spanish-speaking,Spa
noticiaaldia.com,Venezuela,VE,,,,,C12,C7,South America,SA,Christian,145,worst,average,worst,average,worst,worst,worst,worst,average,average,average,best,high,low,high,high,low,high,,,Union of South American Nations (UNASUR),UNASUR,,,Spanish-speaking,Spa
telesurtv.net,Venezuela,VE,,,,,C12,C7,South America,SA,Christian,145,worst,average,worst,average,worst,worst,worst,worst,average,average,average,best,high,low,high,high,low,high,,,Union of South American Nations (UNASUR),UNASUR,,,Spanish-speaking,Spa
vtv.mippci.gob.ve,Venezuela,VE,,,,,C12,C7,South America,SA,Christian,145,worst,average,worst,average,worst,worst,worst,worst,average,average,average,best,high,low,high,high,low,high,,,Union of South American Nations (UNASUR),UNASUR,,,Spanish-speaking,Spa
https:jornalf8.net,Angola,AO,,,Independent,ChatGPT,C10,C8,Africa,AF,Christian,155,worst,average,worst,worst,worst,worst,worst,worst,worst,worst,worst,worst,high,low,low,high,low,high,African Continental Free Trade Area (AfCFTA),AfCFTA,,,African Union,AU,Portuguese-speaking,Por
https:novojornal.co.ao,Angola,AO,,,Independent,ChatGPT,C10,C8,Africa,AF,Christian,155,worst,average,worst,worst,worst,worst,worst,worst,worst,worst,worst,worst,high,low,low,high,low,high,African Continental Free Trade Area (AfCFTA),AfCFTA,,,African Union,AU,Portuguese-speaking,Por
https:opais.co.ao,Angola,AO,,,Independent,ChatGPT,C10,C8,Africa,AF,Christian,155,worst,average,worst,worst,worst,worst,worst,worst,worst,worst,worst,worst,high,low,low,high,low,high,African Continental Free Trade Area (AfCFTA),AfCFTA,,,African Union,AU,Portuguese-speaking,Por
redeangola.info,Angola,AO,,,Independent,ChatGPT,C10,C8,Africa,AF,Christian,155,worst,average,worst,worst,worst,worst,worst,worst,worst,worst,worst,worst,high,low,low,high,low,high,African Continental Free Trade Area (AfCFTA),AfCFTA,,,African Union,AU,Portuguese-speaking,Por
https:jornaldeangola.ao,Angola,AO,,,State-controlled,ChatGPT,C10,C8,Africa,AF,Christian,155,worst,average,worst,worst,worst,worst,worst,worst,worst,worst,worst,worst,high,low,low,high,low,high,African Continental Free Trade Area (AfCFTA),AfCFTA,,,African Union,AU,Portuguese-speaking,Por
jornaldeangola.sapo.ao,Angola,AO,,,,,C10,C8,Africa,AF,Muslim,155,worst,average,worst,worst,worst,worst,worst,worst,worst,worst,worst,worst,high,low,low,high,low,high,African Continental Free Trade Area (AfCFTA),AfCFTA,,,African Union,AU,Portuguese-speaking,Por
https:surinamenieuwscentrale.comkranten,Suriname,SR,,,Center-left,ChatGPT,C19,C20,South America,SA,Christian,82,average,best,average,average,worst,worst,average,average,average,worst,average,best,high,low,low,high,low,low,,,Union of South American Nations (UNASUR),UNASUR,,,,
dwtonline.com,Suriname,SR,,,Center-right,ChatGPT,C19,C20,South America,SA,Christian,82,average,best,average,average,worst,worst,average,average,average,worst,average,best,high,low,low,high,low,low,,,Union of South American Nations (UNASUR),UNASUR,,,,
srherald.com,Suriname,SR,,,Independent,ChatGPT,C19,C20,South America,SA,Christian,82,average,best,average,average,worst,worst,average,average,average,worst,average,best,high,low,low,high,low,low,,,Union of South American Nations (UNASUR),UNASUR,,,,
starnieuws.com,Suriname,SR,,,Independent,ChatGPT,C19,C20,South America,SA,Christian,82,average,best,average,average,worst,worst,average,average,average,worst,average,best,high,low,low,high,low,low,,,Union of South American Nations (UNASUR),UNASUR,,,,
surinameherald.com,Suriname,SR,,,Independent,ChatGPT,C19,C20,South America,SA,Christian,82,average,best,average,average,worst,worst,average,average,average,worst,average,best,high,low,low,high,low,low,,,Union of South American Nations (UNASUR),UNASUR,,,,
waterkant.netsuriname,Suriname,SR,,,Independent,ChatGPT,C19,C20,South America,SA,Christian,82,average,best,average,average,worst,worst,average,average,average,worst,average,best,high,low,low,high,low,low,,,Union of South American Nations (UNASUR),UNASUR,,,,
surinametimes.com,Suriname,SR,Dutch-English,dut-eng,,,C19,C20,South America,SA,Christian,82,average,best,average,average,worst,worst,average,average,average,worst,average,best,high,low,low,high,low,low,,,Union of South American Nations (UNASUR),UNASUR,,,,
hetq.am,Armenia,AM,,,Center,https:en.wikipedia.orgwikiHetq,C16,C4,Asia,AS,Christian,61,average,average,average,worst,average,best,average,average,average,average,average,average,high,low,low,high,high,low,,,Collective Security Treaty Organization (CSTO),CSTO,Commonwealth of Independent States (CIS),CIS,,
yerkirmedia.am,Armenia,AM,,,Conservative,ChatGPT,C16,C4,Asia,AS,Christian,61,average,average,average,worst,average,best,average,average,average,average,average,average,high,low,low,high,high,low,,,Collective Security Treaty Organization (CSTO),CSTO,Commonwealth of Independent States (CIS),CIS,,
armnews.am,Armenia,AM,,,Independent,ChatGPT,C16,C4,Asia,AS,Christian,61,average,average,average,worst,average,best,average,average,average,average,average,average,high,low,low,high,high,low,,,Collective Security Treaty Organization (CSTO),CSTO,Commonwealth of Independent States (CIS),CIS,,
azatutyun.am,Armenia,AM,,,Independent,ChatGPT,C16,C4,Asia,AS,Christian,61,average,average,average,worst,average,best,average,average,average,average,average,average,high,low,low,high,high,low,,,Collective Security Treaty Organization (CSTO),CSTO,Commonwealth of Independent States (CIS),CIS,,
https:news.am,Armenia,AM,,,Independent,ChatGPT,C16,C4,Asia,AS,Christian,61,average,average,average,worst,average,best,average,average,average,average,average,average,high,low,low,high,high,low,,,Collective Security Treaty Organization (CSTO),CSTO,Commonwealth of Independent States (CIS),CIS,,
mediamax.am,Armenia,AM,,,Independent,ChatGPT,C16,C4,Asia,AS,Christian,61,average,average,average,worst,average,best,average,average,average,average,average,average,high,low,low,high,high,low,,,Collective Security Treaty Organization (CSTO),CSTO,Commonwealth of Independent States (CIS),CIS,,
panarmenian.net,Armenia,AM,,,Independent,ChatGPT,C16,C4,Asia,AS,Christian,61,average,average,average,worst,average,best,average,average,average,average,average,average,high,low,low,high,high,low,,,Collective Security Treaty Organization (CSTO),CSTO,Commonwealth of Independent States (CIS),CIS,,
https:hetq.am,Armenia,AM,,,Investigative Journalism,ChatGPT,C16,C4,Asia,AS,Christian,61,average,average,average,worst,average,best,average,average,average,average,average,average,high,low,low,high,high,low,,,Collective Security Treaty Organization (CSTO),CSTO,Commonwealth of Independent States (CIS),CIS,,
aravot.am,Armenia,AM,,,Liberal,ChatGPT,C16,C4,Asia,AS,Christian,61,average,average,average,worst,average,best,average,average,average,average,average,average,high,low,low,high,high,low,,,Collective Security Treaty Organization (CSTO),CSTO,Commonwealth of Independent States (CIS),CIS,,
aravot-en.am,Armenia,AM,Arm-Rus-Eng,arm-rus-eng,Liberal,https:en.wikipedia.orgwikiAravot,C16,C4,Asia,AS,Christian,61,average,average,average,worst,average,best,average,average,average,average,average,average,high,low,low,high,high,low,,,Collective Security Treaty Organization (CSTO),CSTO,Commonwealth of Independent States (CIS),CIS,,
armenianow.com,Armenia,AM,Eng-Arm,eng-arm,,,C16,C4,Asia,AS,Christian,61,average,average,average,worst,average,best,average,average,average,average,average,average,high,low,low,high,high,low,,,Collective Security Treaty Organization (CSTO),CSTO,Commonwealth of Independent States (CIS),CIS,,
armenpress.am,Armenia,AM,,,,,C16,C4,Asia,AS,Christian,61,average,average,average,worst,average,best,average,average,average,average,average,average,high,low,low,high,high,low,,,Collective Security Treaty Organization (CSTO),CSTO,Commonwealth of Independent States (CIS),CIS,,
en.a1plus.am,Armenia,AM,,,,,C16,C4,Asia,AS,Christian,61,average,average,average,worst,average,best,average,average,average,average,average,average,high,low,low,high,high,low,,,Collective Security Treaty Organization (CSTO),CSTO,Commonwealth of Independent States (CIS),CIS,,
evnreport.com,Armenia,AM,,,,,C16,C4,Asia,AS,Christian,61,average,average,average,worst,average,best,average,average,average,average,average,average,high,low,low,high,high,low,,,Collective Security Treaty Organization (CSTO),CSTO,Commonwealth of Independent States (CIS),CIS,,
golosarmenii.am,Armenia,AM,Russian,rus,,,C16,C4,Asia,AS,Christian,61,average,average,average,worst,average,best,average,average,average,average,average,average,high,low,low,high,high,low,,,Collective Security Treaty Organization (CSTO),CSTO,Commonwealth of Independent States (CIS),CIS,,
news.am,Armenia,AM,,,,,C16,C4,Asia,AS,Christian,61,average,average,average,worst,average,best,average,average,average,average,average,average,high,low,low,high,high,low,,,Collective Security Treaty Organization (CSTO),CSTO,Commonwealth of Independent States (CIS),CIS,,
bbc.comazeri,Azerbaijan,AZ,,,Center,ChatGPT,C16,C9,Asia,AS,Muslim,92,average,average,worst,worst,best,best,average,average,average,average,average,worst,high,low,low,high,high,low,,,,,Commonwealth of Independent States (CIS),CIS,,
turan.az,Azerbaijan,AZ,,,Center,ChatGPT,C16,C9,Asia,AS,Muslim,92,average,average,worst,worst,best,best,average,average,average,average,average,worst,high,low,low,high,high,low,,,,,Commonwealth of Independent States (CIS),CIS,,
azadliq.org,Azerbaijan,AZ,,,Opposition,ChatGPT,C16,C9,Asia,AS,Muslim,92,average,average,worst,worst,best,best,average,average,average,average,average,worst,high,low,low,high,high,low,,,,,Commonwealth of Independent States (CIS),CIS,,
https:haqqin.az,Azerbaijan,AZ,,,Opposition,ChatGPT,C16,C9,Asia,AS,Muslim,92,average,average,worst,worst,best,best,average,average,average,average,average,worst,high,low,low,high,high,low,,,,,Commonwealth of Independent States (CIS),CIS,,
meydan.tven,Azerbaijan,AZ,,,Opposition,ChatGPT,C16,C9,Asia,AS,Muslim,92,average,average,worst,worst,best,best,average,average,average,average,average,worst,high,low,low,high,high,low,,,,,Commonwealth of Independent States (CIS),CIS,,
https:report.azen,Azerbaijan,AZ,,,Pro-government,ChatGPT,C16,C9,Asia,AS,Muslim,92,average,average,worst,worst,best,best,average,average,average,average,average,worst,high,low,low,high,high,low,,,,,Commonwealth of Independent States (CIS),CIS,,
lent.az,Azerbaijan,AZ,,,Pro-government,ChatGPT,C16,C9,Asia,AS,Muslim,92,average,average,worst,worst,best,best,average,average,average,average,average,worst,high,low,low,high,high,low,,,,,Commonwealth of Independent States (CIS),CIS,,
trend.az,Azerbaijan,AZ,,,Pro-government,ChatGPT,C16,C9,Asia,AS,Muslim,92,average,average,worst,worst,best,best,average,average,average,average,average,worst,high,low,low,high,high,low,,,,,Commonwealth of Independent States (CIS),CIS,,
azernews.az,Azerbaijan,AZ,,,,,C16,C9,Asia,AS,Muslim,92,average,average,worst,worst,best,best,average,average,average,average,average,worst,high,low,low,high,high,low,,,,,Commonwealth of Independent States (CIS),CIS,,
en.trend.az,Azerbaijan,AZ,,,,,C16,C9,Asia,AS,Muslim,92,average,average,worst,worst,best,best,average,average,average,average,average,worst,high,low,low,high,high,low,,,,,Commonwealth of Independent States (CIS),CIS,,
danas.rs,Serbia,RS,,,Center-left,ChatGPT,C16,C4,Europe,EU,Christian,52,best,average,average,best,average,average,average,average,best,average,best,worst,high,low,low,high,high,low,,,,,,,,
https:rs.n1info.com,Serbia,RS,,,Center-left,ChatGPT,C16,C4,Europe,EU,Christian,52,best,average,average,best,average,average,average,average,best,average,best,worst,high,low,low,high,high,low,,,,,,,,
politika.rs,Serbia,RS,,,Center-right,ChatGPT,C16,C4,Europe,EU,Christian,52,best,average,average,best,average,average,average,average,best,average,best,worst,high,low,low,high,high,low,,,,,,,,
b92.neteng,Serbia,RS,,,Independent-liberal,ChatGPT,C16,C4,Europe,EU,Christian,52,best,average,average,best,average,average,average,average,best,average,best,worst,high,low,low,high,high,low,,,,,,,,
srbijadanas.com,Serbia,RS,Serbian,ser,Pro-Europeanism-Anti-corruption,https:en.wikipedia.orgwikiDanas_(newspaper),C16,C4,Europe,EU,Christian,52,best,average,average,best,average,average,average,average,best,average,best,worst,high,low,low,high,high,low,,,,,,,,
kurir.rs,Serbia,RS,,,Pro-government,ChatGPT,C16,C4,Europe,EU,Christian,52,best,average,average,best,average,average,average,average,best,average,best,worst,high,low,low,high,high,low,,,,,,,,
novosti.rs,Serbia,RS,,,Pro-government,ChatGPT,C16,C4,Europe,EU,Christian,52,best,average,average,best,average,average,average,average,best,average,best,worst,high,low,low,high,high,low,,,,,,,,
informer.rs,Serbia,RS,,,Pro-SNS-Euroscepticism-Russophilia,https:en.wikipedia.orgwikiInformer_(newspaper),C16,C4,Europe,EU,Christian,52,best,average,average,best,average,average,average,average,best,average,best,worst,high,low,low,high,high,low,,,,,,,,
pravda.rs,Serbia,RS,,,Sensationalism-Populismpro-SRS-Pro-SNS,https:en.wikipedia.orgwikiPravda_(Serbia),C16,C4,Europe,EU,Christian,52,best,average,average,best,average,average,average,average,best,average,best,worst,high,low,low,high,high,low,,,,,,,,
vesti.rs,Serbia,RS,,,Serbian-Progressive-Party-Populism,https:en.wikipedia.orgwikiVe%C4%8Dernje_vosti,C16,C4,Europe,EU,Christian,52,best,average,average,best,average,average,average,average,best,average,best,worst,high,low,low,high,high,low,,,,,,,,
b92.net,Serbia,RS,,,,,C16,C4,Europe,EU,Christian,52,best,average,average,best,average,average,average,average,best,average,best,worst,high,low,low,high,high,low,,,,,,,,
betanews.com,Serbia,RS,,,,,C16,C4,Europe,EU,Christian,52,best,average,average,best,average,average,average,average,best,average,best,worst,high,low,low,high,high,low,,,,,,,,
europeanwesternbalkans.com,Serbia,RS,Eng-Ser,eng,,,C16,C4,Europe,EU,Christian,52,best,average,average,best,average,average,average,average,best,average,best,worst,high,low,low,high,high,low,,,,,,,,
ftp.nspm.rs,Serbia,RS,Serbian,ser,,,C16,C4,Europe,EU,Christian,52,best,average,average,best,average,average,average,average,best,average,best,worst,high,low,low,high,high,low,,,,,,,,
krstarica.com,Serbia,RS,,,,,C16,C4,Europe,EU,Christian,52,best,average,average,best,average,average,average,average,best,average,best,worst,high,low,low,high,high,low,,,,,,,,
nova.rs,Serbia,RS,,,,,C16,C4,Europe,EU,Christian,52,best,average,average,best,average,average,average,average,best,average,best,worst,high,low,low,high,high,low,,,,,,,,
nspm.rs,Serbia,RS,Serbian,ser,,,C16,C4,Europe,EU,Christian,52,best,average,average,best,average,average,average,average,best,average,best,worst,high,low,low,high,high,low,,,,,,,,
politika.co.rs,Serbia,RS,Serbian,ser,,,C16,C4,Europe,EU,Christian,52,best,average,average,best,average,average,average,average,best,average,best,worst,high,low,low,high,high,low,,,,,,,,
prva.rs,Serbia,RS,,,,,C16,C4,Europe,EU,Christian,52,best,average,average,best,average,average,average,average,best,average,best,worst,high,low,low,high,high,low,,,,,,,,
rtv.rs,Serbia,RS,,,,,C16,C4,Europe,EU,Christian,52,best,average,average,best,average,average,average,average,best,average,best,worst,high,low,low,high,high,low,,,,,,,,
vijesti.me,Montenegro,ME,Montenegrin,sun,Center-left,ChatGPT,C16,C4,Europe,EU,Christian,49,best,best,average,best,average,best,average,average,best,average,best,average,high,low,low,high,high,low,,,North Atlantic Treaty Organization (NATO),NATO,African Union,AU,,
cdm.me,Montenegro,ME,,,Center-right,ChatGPT,C16,C4,Europe,EU,Christian,49,best,best,average,best,average,best,average,average,best,average,best,average,high,low,low,high,high,low,,,North Atlantic Treaty Organization (NATO),NATO,African Union,AU,,
dan.co.me,Montenegro,ME,,,Center-right,ChatGPT,C16,C4,Europe,EU,Christian,49,best,best,average,best,average,best,average,average,best,average,best,average,high,low,low,high,high,low,,,North Atlantic Treaty Organization (NATO),NATO,African Union,AU,,
dnevne.co.me,Montenegro,ME,,,Center-right,ChatGPT,C16,C4,Europe,EU,Christian,49,best,best,average,best,average,best,average,average,best,average,best,average,high,low,low,high,high,low,,,North Atlantic Treaty Organization (NATO),NATO,African Union,AU,,
analitika.me,Montenegro,ME,,,Independent,ChatGPT,C16,C4,Europe,EU,Christian,49,best,best,average,best,average,best,average,average,best,average,best,average,high,low,low,high,high,low,,,North Atlantic Treaty Organization (NATO),NATO,African Union,AU,,
cdm.meenglish,Montenegro,ME,,,Independent,ChatGPT,C16,C4,Europe,EU,Christian,49,best,best,average,best,average,best,average,average,best,average,best,average,high,low,low,high,high,low,,,North Atlantic Treaty Organization (NATO),NATO,African Union,AU,,
new.vijesti.ba,Montenegro,ME,Montenegrin,mon,Pro-Europeanism-Anti-corruption,https:en.wikipedia.orgwikiVijesti,C16,C4,Europe,EU,Christian,49,best,best,average,best,average,best,average,average,best,average,best,average,high,low,low,high,high,low,,,North Atlantic Treaty Organization (NATO),NATO,African Union,AU,,
vijesti24.ba,Montenegro,ME,Montenegrin,mon,Pro-Europeanism-Anti-corruption,https:en.wikipedia.orgwikiVijesti,C16,C4,Europe,EU,Christian,49,best,best,average,best,average,best,average,average,best,average,best,average,high,low,low,high,high,low,,,North Atlantic Treaty Organization (NATO),NATO,African Union,AU,,
pobjeda.me,Montenegro,ME,,,State-controlled,ChatGPT,C16,C4,Europe,EU,Christian,49,best,best,average,best,average,best,average,average,best,average,best,average,high,low,low,high,high,low,,,North Atlantic Treaty Organization (NATO),NATO,African Union,AU,,
rtcg.me,Montenegro,ME,,,State-controlled,ChatGPT,C16,C4,Europe,EU,Christian,49,best,best,average,best,average,best,average,average,best,average,best,average,high,low,low,high,high,low,,,North Atlantic Treaty Organization (NATO),NATO,African Union,AU,,
https:kursiv.kz,Kazakhstan,KZ,,,Center-left,ChatGPT,C16,C9,Asia,AS,Muslim,69,average,average,average,average,average,average,average,best,best,average,best,worst,high,low,low,high,high,low,,,Collective Security Treaty Organization (CSTO),CSTO,Commonwealth of Independent States (CIS),CIS,,
https:liter.kz,Kazakhstan,KZ,,,Center-left,ChatGPT,C16,C9,Asia,AS,Muslim,69,average,average,average,average,average,average,average,best,best,average,best,worst,high,low,low,high,high,low,,,Collective Security Treaty Organization (CSTO),CSTO,Commonwealth of Independent States (CIS),CIS,,
zakon.kz,Kazakhstan,KZ,,,Center-left,ChatGPT,C16,C9,Asia,AS,Muslim,69,average,average,average,average,average,average,average,best,best,average,best,worst,high,low,low,high,high,low,,,Collective Security Treaty Organization (CSTO),CSTO,Commonwealth of Independent States (CIS),CIS,,
https:astanatimes.com,Kazakhstan,KZ,,,Center-right,ChatGPT,C16,C9,Asia,AS,Muslim,69,average,average,average,average,average,average,average,best,best,average,best,worst,high,low,low,high,high,low,,,Collective Security Treaty Organization (CSTO),CSTO,Commonwealth of Independent States (CIS),CIS,,
https:forbes.kz,Kazakhstan,KZ,,,Center-right,ChatGPT,C16,C9,Asia,AS,Muslim,69,average,average,average,average,average,average,average,best,best,average,best,worst,high,low,low,high,high,low,,,Collective Security Treaty Organization (CSTO),CSTO,Commonwealth of Independent States (CIS),CIS,,
https:tengrinews.kz,Kazakhstan,KZ,,,Center-right,ChatGPT,C16,C9,Asia,AS,Muslim,69,average,average,average,average,average,average,average,best,best,average,best,worst,high,low,low,high,high,low,,,Collective Security Treaty Organization (CSTO),CSTO,Commonwealth of Independent States (CIS),CIS,,
https:vlast.kz,Kazakhstan,KZ,,,Center-right,ChatGPT,C16,C9,Asia,AS,Muslim,69,average,average,average,average,average,average,average,best,best,average,best,worst,high,low,low,high,high,low,,,Collective Security Treaty Organization (CSTO),CSTO,Commonwealth of Independent States (CIS),CIS,,
nur.kz,Kazakhstan,KZ,,,Center-right,ChatGPT,C16,C9,Asia,AS,Muslim,69,average,average,average,average,average,average,average,best,best,average,best,worst,high,low,low,high,high,low,,,Collective Security Treaty Organization (CSTO),CSTO,Commonwealth of Independent States (CIS),CIS,,
https:kazakh-tv.kz,Kazakhstan,KZ,,,State-controlled,ChatGPT,C16,C9,Asia,AS,Muslim,69,average,average,average,average,average,average,average,best,best,average,best,worst,high,low,low,high,high,low,,,Collective Security Treaty Organization (CSTO),CSTO,Commonwealth of Independent States (CIS),CIS,,
inform.kz,Kazakhstan,KZ,,,State-controlled,ChatGPT,C16,C9,Asia,AS,Muslim,69,average,average,average,average,average,average,average,best,best,average,best,worst,high,low,low,high,high,low,,,Collective Security Treaty Organization (CSTO),CSTO,Commonwealth of Independent States (CIS),CIS,,
inform.kz,Kazakhstan,KZ,,,,,C16,C9,Asia,AS,Muslim,69,average,average,average,average,average,average,average,best,best,average,best,worst,high,low,low,high,high,low,,,Collective Security Treaty Organization (CSTO),CSTO,Commonwealth of Independent States (CIS),CIS,,
kazakh-tv.kz,Kazakhstan,KZ,,,,,C16,C9,Asia,AS,Muslim,69,average,average,average,average,average,average,average,best,best,average,best,worst,high,low,low,high,high,low,,,Collective Security Treaty Organization (CSTO),CSTO,Commonwealth of Independent States (CIS),CIS,,
digi24.ro,Romania,RO,,,Center,ChatGPT,C16,C4,Europe,EU,Christian,45,best,best,best,worst,best,average,best,best,best,average,best,best,high,low,low,high,high,low,European Union (EU),EU,North Atlantic Treaty Organization (NATO),NATO,,,,
https:stirileprotv.ro,Romania,RO,,,Center,ChatGPT,C16,C4,Europe,EU,Christian,45,best,best,best,worst,best,average,best,best,best,average,best,best,high,low,low,high,high,low,European Union (EU),EU,North Atlantic Treaty Organization (NATO),NATO,,,,
antena3.ro,Romania,RO,,,Center-left,ChatGPT,C16,C4,Europe,EU,Christian,45,best,best,best,worst,best,average,best,best,best,average,best,best,high,low,low,high,high,low,European Union (EU),EU,North Atlantic Treaty Organization (NATO),NATO,,,,
hotnews.ro,Romania,RO,,,Center-left,ChatGPT,C16,C4,Europe,EU,Christian,45,best,best,best,worst,best,average,best,best,best,average,best,best,high,low,low,high,high,low,European Union (EU),EU,North Atlantic Treaty Organization (NATO),NATO,,,,
libertatea.ro,Romania,RO,,,Center-left,ChatGPT,C16,C4,Europe,EU,Christian,45,best,best,best,worst,best,average,best,best,best,average,best,best,high,low,low,high,high,low,European Union (EU),EU,North Atlantic Treaty Organization (NATO),NATO,,,,
news.ro,Romania,RO,,,Center-left,ChatGPT,C16,C4,Europe,EU,Christian,45,best,best,best,worst,best,average,best,best,best,average,best,best,high,low,low,high,high,low,European Union (EU),EU,North Atlantic Treaty Organization (NATO),NATO,,,,
evz.ro,Romania,RO,,,Center-right,ChatGPT,C16,C4,Europe,EU,Christian,45,best,best,best,worst,best,average,best,best,best,average,best,best,high,low,low,high,high,low,European Union (EU),EU,North Atlantic Treaty Organization (NATO),NATO,,,,
gandul.ro,Romania,RO,,,Center-right,ChatGPT,C16,C4,Europe,EU,Christian,45,best,best,best,worst,best,average,best,best,best,average,best,best,high,low,low,high,high,low,European Union (EU),EU,North Atlantic Treaty Organization (NATO),NATO,,,,
https:adevarul.ro,Romania,RO,,,Center-right,ChatGPT,C16,C4,Europe,EU,Christian,45,best,best,best,worst,best,average,best,best,best,average,best,best,high,low,low,high,high,low,European Union (EU),EU,North Atlantic Treaty Organization (NATO),NATO,,,,
https:romanialibera.ro,Romania,RO,,,Center-right,ChatGPT,C16,C4,Europe,EU,Christian,45,best,best,best,worst,best,average,best,best,best,average,best,best,high,low,low,high,high,low,European Union (EU),EU,North Atlantic Treaty Organization (NATO),NATO,,,,
mediafax.ro,Romania,RO,,,Center-right,ChatGPT,C16,C4,Europe,EU,Christian,45,best,best,best,worst,best,average,best,best,best,average,best,best,high,low,low,high,high,low,European Union (EU),EU,North Atlantic Treaty Organization (NATO),NATO,,,,
agerpres.ro,Romania,RO,,,,,C16,C4,Europe,EU,Christian,45,best,best,best,worst,best,average,best,best,best,average,best,best,high,low,low,high,high,low,European Union (EU),EU,North Atlantic Treaty Organization (NATO),NATO,,,,
basilica.ro,Romania,RO,,,,,C16,C4,Europe,EU,Christian,45,best,best,best,worst,best,average,best,best,best,average,best,best,high,low,low,high,high,low,European Union (EU),EU,North Atlantic Treaty Organization (NATO),NATO,,,,
bukovina.biz.ua,Romania,RO,,,,,C16,C4,Europe,EU,Christian,45,best,best,best,worst,best,average,best,best,best,average,best,best,high,low,low,high,high,low,European Union (EU),EU,North Atlantic Treaty Organization (NATO),NATO,,,,
https:avaz.ba,Bosnia,BA,,,Center-left,ChatGPT,,,Europe,EU,Muslim,72,best,average,worst,average,average,worst,average,average,best,average,average,worst,high,low,low,high,high,low,,,,,,,,
oslobodjenje.ba,Bosnia,BA,,,Center-left,ChatGPT,,,Europe,EU,Muslim,72,best,average,worst,average,average,worst,average,average,best,average,average,worst,high,low,low,high,high,low,,,,,,,,
dnevni-list.ba,Bosnia,BA,Croatian,hrv,Center-right,https:en.wikipedia.orgwikiDnevni_list,,,Europe,EU,Muslim,72,best,average,worst,average,average,worst,average,average,best,average,average,worst,high,low,low,high,high,low,,,,,,,,
euroblic.rs,Bosnia,BA,,,Center-right,ChatGPT,,,Europe,EU,Muslim,72,best,average,worst,average,average,worst,average,average,best,average,average,worst,high,low,low,high,high,low,,,,,,,,
